GT,all parts,SPVAE,5040,10240,20000,wings
0.369,0.34855929,0.373182058,0.308736712,0.313486934,0.316327214,0.332028925
0.183,0.205990404,0.222389758,0.189450443,0.195482343,0.203215778,0.180599675
0.17,0.215002283,0.204360321,0.214399979,0.214314014,0.213911444,0.217282012
0.235,0.336512983,0.271863937,0.276990592,0.284228563,0.301158011,0.297800094
0.536,0.550623178,0.515052378,0.481763303,0.487077117,0.474553585,0.528845608
0.898,0.622647941,0.719727635,0.688685596,0.64485687,0.636050045,0.460647076
0.139,0.169624701,0.190327957,0.186259061,0.201971561,0.195609704,0.183476597
0.151,0.189462513,0.174658716,0.155107185,0.157833531,0.164339647,0.17799218
0.199,0.193083733,0.208351567,0.167806536,0.166052446,0.160260066,0.229662597
0.86,0.664655566,0.770641863,0.717805445,0.716770768,0.683177948,0.631617904
0.021,0.092754327,0.094119482,0.136623412,0.130668879,0.136207938,0.112200841
0.414,0.421987414,0.427545756,0.440848976,0.436913073,0.450622141,0.525302172
0.136,0.198193774,0.187557474,0.211226687,0.22038269,0.209380507,0.213131785
0.609,0.562635183,0.600905597,0.549440086,0.561750054,0.568577707,0.552892268
0.33,0.337688923,0.339319706,0.342446953,0.337848604,0.3439852,0.357750475
0.547,0.49076435,0.541579843,0.6058833,0.594971418,0.576783955,0.528769016
0.245,0.265537024,0.266394734,0.255862266,0.257782519,0.262788117,0.330175757
0.43,0.46989274,0.442084938,0.44609648,0.453041017,0.445495546,0.482569754
0.133,0.168459669,0.16879271,0.153256312,0.151898384,0.165440768,0.168299764
0.207,0.230830744,0.25289461,0.237729341,0.251495242,0.242243096,0.263000906
0.432,0.435968488,0.42598784,0.421140105,0.411103547,0.415669858,0.432470709
0.156,0.169411749,0.179137051,0.211341709,0.188546598,0.192703083,0.221357048
0.227,0.377552956,0.274185896,0.315809071,0.298318684,0.325418472,0.31687054
0.053,0.15208374,0.141927004,0.103742555,0.094163977,0.112172037,0.143341139
0.105,0.190374285,0.18626152,0.172848672,0.163029835,0.152510256,0.23083061
0.27,0.284060717,0.295241356,0.339542836,0.335336268,0.307837188,0.315610141
0.323,0.314902842,0.345268339,0.326750457,0.335381687,0.346353352,0.333771974
0.115,0.225616708,0.188474253,0.161818042,0.143437535,0.155174315,0.271323025
0.692,0.647851467,0.657128155,0.671898603,0.659133315,0.667396486,0.642245114
0.937,0.620656371,0.809226274,0.779711127,0.757959366,0.738370657,0.667297184
0.646,0.590973258,0.586373031,0.584212899,0.572913229,0.580248892,0.538704693
0.351,0.339816988,0.349874616,0.344212413,0.347604752,0.348543197,0.377566278
0.055,0.139301285,0.107904918,0.104877412,0.096938737,0.111028478,0.142537192
0.517,0.561288416,0.50731355,0.544132471,0.538276911,0.536393523,0.494297177
0.41,0.479849696,0.437657237,0.454736769,0.441458702,0.444779158,0.429207802
0.439,0.406540155,0.43546465,0.373209566,0.399062723,0.400010139,0.386828125
0.224,0.228510484,0.261083722,0.274258435,0.262324095,0.262313396,0.265190065
0.06,0.228036866,0.119656652,0.155045435,0.117537037,0.133488476,0.230823696
0.147,0.240474969,0.187364072,0.232772812,0.200481921,0.211550206,0.267422378
0.01,0.106209308,0.104329288,0.083719097,0.079603523,0.09498252,0.116757005
0.362,0.389371574,0.382649362,0.438548446,0.439615726,0.440938115,0.386627197
0.385,0.382947266,0.419380397,0.412012517,0.405857861,0.410350561,0.420006782
0.419,0.328460753,0.375895053,0.374187589,0.366966248,0.377134383,0.324346453
0.543,0.523215353,0.497967839,0.433338493,0.440532118,0.448433787,0.446228862
0.141,0.318845868,0.229170606,0.228450745,0.230499357,0.236188769,0.39665392
0.049,0.20093739,0.136710048,0.119935811,0.110213786,0.107397035,0.202666819
0.74,0.572830975,0.648004889,0.597446144,0.590687037,0.588998795,0.536955833
0.615,0.558843613,0.589044571,0.596946478,0.612540722,0.599955916,0.460106581
0.163,0.180192307,0.190401137,0.197729021,0.181031048,0.189853653,0.154168308
0.182,0.226220697,0.196042433,0.195888206,0.189616024,0.196571633,0.285056144
0.785,0.666241229,0.700581491,0.678659797,0.699418664,0.664082885,0.567298472
0.944,0.816268206,0.840660632,0.88581574,0.884777129,0.860467196,0.792046547
0.918,0.79709208,0.813843012,0.840287209,0.852164268,0.831775725,0.796209335
0.343,0.313838124,0.351417333,0.370541573,0.39245683,0.388254911,0.32827419
0.945,0.779279053,0.845975995,0.81071198,0.825741291,0.822400868,0.809833944
0.382,0.415778697,0.38849023,0.364707857,0.370102525,0.401123762,0.519585848
0.482,0.505628347,0.449461311,0.464662999,0.44539699,0.458249867,0.484137416
0.46,0.511979282,0.473011583,0.508778334,0.492508292,0.497369051,0.50076592
0.467,0.540020645,0.486218989,0.471429706,0.466089189,0.482439339,0.537548959
0.427,0.399077088,0.39807412,0.373562217,0.387722671,0.373335123,0.382844657
0.943,0.795400918,0.816608131,0.81427753,0.864553213,0.847491682,0.757912517
0.336,0.290929228,0.31482026,0.329060823,0.317369312,0.315140009,0.270083308
0.098,0.135295168,0.130816266,0.175496563,0.156319052,0.139380604,0.146986067
0.193,0.255181789,0.214969948,0.251575887,0.254136622,0.249598086,0.218102798
0.356,0.306572795,0.341007352,0.322325587,0.318324655,0.3199687,0.309038281
0.06,0.206760615,0.149961144,0.16557923,0.152153283,0.167745054,0.214492008
0.084,0.21749796,0.15188925,0.129543975,0.117899165,0.130214185,0.162986279
0.465,0.497376323,0.458357006,0.373512447,0.3937096,0.412153751,0.48572126
0.144,0.167940632,0.17891252,0.124533556,0.128315538,0.136813685,0.180886403
0.344,0.348183781,0.361555785,0.341832966,0.337175369,0.33951807,0.346413285
0.325,0.369232357,0.353835672,0.404034972,0.399278462,0.396752,0.339769602
0.709,0.629476666,0.654007077,0.627079606,0.615384817,0.621045113,0.60375458
0.452,0.441295594,0.417446256,0.411518872,0.414721876,0.411661893,0.424557924
0.21,0.315259874,0.278950214,0.290731698,0.269584686,0.285441637,0.333285272
0.332,0.337652028,0.314081162,0.315941244,0.319474667,0.339941978,0.350873739
0.105,0.183973432,0.160908759,0.178045452,0.160517037,0.17653878,0.145828128
0.448,0.462584585,0.409233242,0.440046549,0.453256667,0.449202418,0.396172762
0.415,0.435901582,0.416398227,0.443249106,0.442062438,0.43576324,0.449567616
0.225,0.240849257,0.255112767,0.234682545,0.240850598,0.235057682,0.229389533
0.246,0.237354577,0.259642273,0.259896398,0.26494661,0.263579488,0.208044887
0.223,0.221165776,0.225926891,0.233771443,0.233387947,0.25072521,0.199625567
0.767,0.629250705,0.666858733,0.624575257,0.644193113,0.636119366,0.550570488
0.501,0.529366136,0.454259396,0.467663914,0.453612953,0.451515734,0.397321284
0.188,0.262285411,0.244177788,0.270680577,0.286416531,0.273294538,0.283486098
0.277,0.29358995,0.280887425,0.281029284,0.269040763,0.277694076,0.338002026
0.516,0.53036797,0.503613293,0.487996042,0.465629816,0.457108438,0.435194761
0.204,0.236484185,0.231214434,0.222527593,0.225189,0.210356548,0.242174581
0.348,0.371389568,0.359862804,0.37187162,0.361569285,0.364343941,0.398663193
0.581,0.55114454,0.559392452,0.569864869,0.570307255,0.567885041,0.550789773
0.527,0.555454016,0.509944737,0.526453674,0.519678116,0.530090928,0.544549525
0.305,0.282562107,0.316894382,0.300922036,0.295864493,0.305858433,0.292570382
0.605,0.586342752,0.545303524,0.550999522,0.559356868,0.559205651,0.566042364
0.582,0.534058511,0.544629335,0.515398145,0.509206831,0.519729614,0.487665713
0.583,0.537667751,0.519237041,0.487615287,0.485143006,0.49802646,0.512682915
0.535,0.488518804,0.480305076,0.47719714,0.483270407,0.51169157,0.383769959
0.649,0.632701516,0.596581638,0.62213546,0.615371346,0.629706383,0.604934216
0.626,0.437301189,0.561536968,0.50540179,0.523060203,0.514779091,0.381284058
0.301,0.42109558,0.327895969,0.32417801,0.315773189,0.340629667,0.358580023
0.28,0.233522341,0.262395352,0.246774167,0.246571615,0.263212264,0.222190157
0.311,0.338860959,0.340109169,0.322690398,0.313683927,0.333313137,0.366524279
0.548,0.554712474,0.555202305,0.561122477,0.55834651,0.579121828,0.459194243
0.563,0.573651075,0.525839567,0.558235943,0.547022462,0.558194041,0.527795315
0.23,0.248177797,0.25194189,0.306853414,0.278632164,0.3019723,0.293595254
0.009,0.10045594,0.108201064,0.084659889,0.089104354,0.090450659,0.1460426
0.27,0.267103791,0.2774055,0.246966213,0.267019123,0.264113307,0.326524496
0.742,0.61556685,0.672047853,0.656788766,0.653031111,0.647841215,0.656140804
0.812,0.702819645,0.73095417,0.718620658,0.717051566,0.717213929,0.718316376
0.877,0.587040007,0.771652877,0.750924468,0.761769295,0.735073984,0.371462196
0.168,0.177857935,0.204416111,0.172918394,0.165936604,0.174919724,0.161941022
0.59,0.510761142,0.502577841,0.574012697,0.534967661,0.552307129,0.450873494
0.617,0.556588233,0.554378092,0.597276211,0.593328953,0.593157887,0.430250973
0.205,0.207548797,0.226395682,0.225706652,0.213020802,0.200923845,0.233996764
0.961,0.58855468,0.793786407,0.705330253,0.703101993,0.680042446,0.542313516
0.111,0.147789791,0.142675221,0.12088263,0.132778272,0.121749401,0.166844487
0.379,0.380354255,0.396767884,0.363768816,0.36948663,0.36650157,0.484689564
0.558,0.548822999,0.530714512,0.470559865,0.48755306,0.488536119,0.539679646
0.292,0.307880938,0.307092339,0.300514013,0.298176318,0.309861302,0.302806854
0.334,0.333846331,0.335352361,0.336128145,0.323317111,0.320223331,0.309468269
0.456,0.515176415,0.45849517,0.513873398,0.509227276,0.511568904,0.568588078
0.683,0.699638486,0.658859491,0.658066154,0.690060854,0.671882987,0.643425405
0.284,0.313590765,0.317769378,0.307870358,0.321147561,0.317636669,0.349934071
0.262,0.289404869,0.288884133,0.300236106,0.305603564,0.298447669,0.295979679
0.184,0.195988312,0.191362426,0.19388032,0.193242759,0.191182122,0.201585397
0.646,0.613840699,0.624494255,0.552518904,0.547432184,0.54519552,0.538360119
0.203,0.289700478,0.234769449,0.305972844,0.308216155,0.306919098,0.361906409
0.234,0.236152261,0.267119765,0.257783085,0.269606292,0.261516809,0.233298972
0.23,0.277177483,0.272428304,0.259633869,0.279528886,0.282433957,0.325538397
0.31,0.303200841,0.323467642,0.352654189,0.361284912,0.345380187,0.325716376
0.134,0.186810195,0.176050976,0.158023149,0.173610181,0.169551,0.190034375
0.137,0.170750767,0.1712275,0.180736899,0.178344056,0.169318721,0.224163398
0.456,0.461339891,0.468796968,0.501285791,0.49827984,0.509083509,0.543480635
0.178,0.185869664,0.183005795,0.184515238,0.185940221,0.193821713,0.191459268
0.145,0.177607581,0.197163507,0.210800529,0.201665595,0.195597827,0.269137979
0.442,0.43406707,0.429597795,0.404458165,0.40070042,0.407605261,0.410468251
0.174,0.211242557,0.217589736,0.204839587,0.193644017,0.184006393,0.251525849
0.162,0.268576533,0.235058606,0.200820759,0.210115761,0.208372936,0.323041856
0.249,0.243211478,0.268713444,0.251722366,0.254421353,0.241803467,0.283459067
0.606,0.653491259,0.602640867,0.559367061,0.538951039,0.560266435,0.630295277
0.913,0.831581712,0.839851201,0.831149459,0.876605511,0.854321837,0.838983953
0.11,0.139768735,0.144439295,0.127492249,0.118156359,0.12009865,0.139572099
